STT,Từ khóa chính,Tỉnh thành,Bài viết,BTV,NV deadline cũ,Bài đăng,PIC xin và gắn link ảnh,PIC Đăng lại,PC QC,Trạng thái
260,đặc sản đà nẵng,Đà Nẵng,https://docs.google.com/document/d/1EtOxumwRiMy90ZwLw9gOe50IpcS5T_9_kTcxyRhTRws/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-da-nang,,,,Chưa triển khai
261,đặc sản hà tĩnh,Hà Tĩnh,https://docs.google.com/document/d/1fmtQTgZR1_kx4GmjIJrD7TUO9IUX7SijZJLMg6N1TpE/edit?tab=t.0#heading=h.qvaq9b27rb6l,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-ha-tinh,,,,Chưa triển khai
262,đi sapa mặc gì,Lào Cai,https://docs.google.com/document/d/1903x7CCND1hzSGEoOEvSnoPKHVpWz2H1J0JwFnw1BpA/edit?tab=t.0,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/di-sapa-mac-gi,,,,Chưa triển khai
263,đi huế mặc gì,Thừa Thiên Huế,https://docs.google.com/document/d/1phWF9NunsQkgeGvZKQqNDNE-KOuMBUwyl_N3l-j7MMQ/edit?usp=sharing,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/di-hue-mac-gi,,,,Chưa triển khai
264,đi đà lạt mặc gì,Lâm Đồng,https://docs.google.com/document/d/1ACIL-bDYGNe1zJfK9-hCZwvdCSeJEvOgpTOEH1EXkbc/edit?tab=t.0,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/di-da-lat-mac-gi,,,,Chưa triển khai
265,đi biển mặc gì,Chung chung,https://docs.google.com/document/d/1atEo5lB5GtP1VGt8yYXjHP2KIxqGJcOSSBv_CMZ4RQw/edit?usp=sharing,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/di-bien-mac-gi,,,,Chưa triển khai
266,du lịch đài loan tự túc,Chung chung,https://docs.google.com/document/d/1cV1hfQ4wJfpRQdjTSPLauAM4yB-A88u9HUfHCS65694/edit?usp=sharing,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-dai-loan-tu-tuc,,,,Chưa triển khai
267,du lịch hàn quốc tự túc,Chung chung,https://docs.google.com/document/d/1FN30JkdKimi7w5ebB6UzD0aj9XG30MDgB1IFtNDv7tk/edit?tab=t.0,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-han-quoc-tu-tuc,,,,Chưa triển khai
268,du lịch nhật bản tự túc,Chung chung,https://docs.google.com/document/d/1AVP816fYn8-8kwQy-0klq9QRZ9LypDs92djfLdB9PrE/edit?tab=t.0,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-han-quoc-tu-tuc,,,,Chưa triển khai
269,du lịch măng đen tự túc,Kon Tum,https://docs.google.com/document/d/1X04YW3_cRNGciiiKT4ht28qBiScD-K_Nl5Fi9GADGyo/edit?tab=t.0,Châu Anh,C Hà Phương T6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-mang-den-tu-tuc,,,,Chưa triển khai
270,xin visa trung quốc,Chung chung,https://docs.google.com/document/d/1SZuOHvXAkRRiXl2k-lwHZgN3bKEQjNZfgT_sBT5HVRs/edit?tab=t.0#heading=h.slj8qhg0cpzr,Châu Anh,C Thy T6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/xin-visa-trung-quoc,,,,Chưa triển khai
271,visa du lịch úc,Chung chung,https://docs.google.com/document/d/1TMupWwvTvAgIz2zkI6klKRdVsGTLSkKAPZbJmZMomwg/edit?tab=t.0,Châu Anh,C Thy T6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/visa-du-lich-uc,,,,Chưa triển khai
272,visa du lịch hàn quốc,Chung chung,https://docs.google.com/document/d/1JYgTAfGg9Ej4rinCx9oNTHaiNMAjXtg98OF9RX29UrA/edit?tab=t.0,Châu Anh,C Thy T6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/visa-du-lich-han-quoc,,,,Chưa triển khai
273,visa du lịch nhật bản,Chung chung,https://docs.google.com/document/d/15VsyAi5qpnBfF831zRVZsUXth5wzrpMkOAT9dW65xw4/edit?tab=t.0,Châu Anh,C Thy T6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/visa-du-lich-nhat-ban,,,,Chưa triển khai
274,visa du lịch đài loan,Chung chung,https://docs.google.com/document/d/1q84Q5UMDmvaXXhuOEg53N28fvACIxwEYYrry8t8ep7M/edit?tab=t.0,Châu Anh,C Thy T6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/visa-du-lich-dai-loan,,,,Chưa triển khai
275,khu du lịch biển cồn vành,Thái Bình,https://docs.google.com/document/d/15Wxx5RCsBQdORDUx_A6ls_mdbgtLIq4F4erIe7qLZZc/edit?tab=t.0,Châu Anh,C Hà Phương T6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/khu-du-lich-bien-con-vanh,,,,Chưa triển khai
276,khu du lịch biển tân thành,Tiền Giang,https://docs.google.com/document/d/1wMLUgYXxn6oWy4LzTd_IHJFnAqxnPefcSYX_irRZZaE/edit?tab=t.0,Châu Anh,C Hà Phương T6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/khu-du-lich-bien-tan-thanh,,,,Chưa triển khai
277,biển ba động,Trà Vinh,https://docs.google.com/document/d/1Y4ePOD2oQ-TgA2uS5U0eT9zNd7r-zWWuvqlqUkDQ40o/edit?tab=t.0,Châu Anh,C Thy T6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bien-ba-dong,,,,Chưa triển khai
278,quán cafe chill ở hà nội,Hà Nội,https://docs.google.com/document/d/1cEEq_5RnSxkUtVCgWGLKTy2BuYJM8wAsjfsMWnkdOno/edit?tab=t.0#heading=h.p9bq6m64i9bu,Châu Anh,Mai Phương T6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/quan-cafe-chill-o-ha-noi,,,,Chưa triển khai
279,thuê xe máy hội an,Quảng Nam,https://docs.google.com/document/d/1vlLUH2vlP5hqlEsL6yslSx0mzns6kwkeFjX15-vCKBo/edit?tab=t.0#heading=h.ou2gmvp8qs7s,Châu Anh,C Hà Phương,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/thue-xe-may-hoi-an,,,,Chưa triển khai
280,đặc sản cao bằng,Cao Bằng,https://docs.google.com/document/d/1Qb5ZGRtMgNOq1fjvWWPMZ_FWTeM2GXJJvEn1rtBFgfM/edit?tab=t.0#heading=h.2y6ozd2e3m49,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-cao-bang,,,,Chưa triển khai
281,đặc sản hạ long,Quảng Ninh,https://docs.google.com/document/d/1l5d-k3tQ-L60qNO0Y0hAX_-Qt0XsIJ5-iPMbWrAhNWA/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-ha-long,,,,Chưa triển khai
282,đặc sản hòa bình,Hòa Bình,https://docs.google.com/document/d/1F_kONpgwssKe8GWdNnCm6ZML8i5CI1Fsqh8V0fQAVeM/edit?tab=t.0#heading=h.p8azt0mty87a,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-hoa-binh,,,,Chưa triển khai
283,đặc sản hưng yên,Hưng Yên,https://docs.google.com/document/d/1dhZpUPry3SDuLKg-6TqVLzMJGGV_4hupBydJZtFKip0/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-hung-yen,,,,Chưa triển khai
284,đặc sản lai châu,Lai Châu,https://docs.google.com/document/d/1gBLBqXmjJJEy0Ehd5a2Yk9Tk_9WgIyD8Rr7cSPIvSBU/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-lai-chau,,,,Chưa triển khai
285,đặc sản lạng sơn,Lạng Sơn,https://docs.google.com/document/d/1PoW2hTVNSl5fOkXKTT62xOqVNCsK_E9esf8f4xG7bzM/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-lang-son,,,,Chưa triển khai
286,đặc sản lào cai,Lào Cai,https://docs.google.com/document/d/14Jc41mQSCUbE_pGCXgnV-rMzBq4LrvXYPXVUOehGKZU/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-lao-cai,,,,Chưa triển khai
287,đặc sản quảng ninh,Quảng Ninh,https://docs.google.com/document/d/12HpMXtEhgQbXKdXMUdKVDctizaKpGg2e6Tv6CVUgA-Y/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-quang-ninh,,,,Chưa triển khai
288,đặc sản sapa,Lào Cai,https://docs.google.com/document/d/1rbN-6IeHcHlcqQmPJ-uEjWohFhUtVF4ATQxS13GFl88/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-sapa,,,,Chưa triển khai
289,đặc sản sơn la,Sơn La,https://docs.google.com/document/d/1gGSlHCFomP1WYWfK-NGek9-KV7iOwn7adQcNsQQzu5w/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-son-la,,,,Chưa triển khai
290,đặc sản tây bắc,Chung chung,https://docs.google.com/document/d/1gneVGZrYB0iaf7TiwnL0kLYfigVYVfS6cOPrQQhF9aE/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-tay-bac,,,,Chưa triển khai
291,đặc sản thái bình,Thái Bình,https://docs.google.com/document/d/1PHIu_RS1HcQS2JnVdRaKKPExmOS6Y52lqQYJRVSWXZo/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-thai-binh,,,,Chưa triển khai
292,đặc sản thái nguyên,Thái Nguyên,https://docs.google.com/document/d/1rI7cI2KWJNmmbSyOIWk11PbfRHz4HTICMT0gdvk2nCs/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-thai-nguyen,,,,Chưa triển khai
293,đặc sản tuyên quang,Tuyên Quang,https://docs.google.com/document/d/1If7PH9CdmYmap6jjxvsWz31TC1ZBRhbUwLclGZTMYKg/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-tuyen-quang,,,,Chưa triển khai
294,đặc sản yên bái,Yên Bái,https://docs.google.com/document/d/1lNoVfWNz1gab5VNSftjHuWYULC0WiaA8DKnlLOXqtaY/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-yen-bai,,,,Chưa triển khai
295,đặc sản nha trang,Khánh Hòa,https://docs.google.com/document/d/1AQADHa_ZX1lxqlDb1e_j3oZlaNIi1lVxp6dPei_974w/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-nha-trang,,,,Chưa triển khai
296,đặc sản phú thọ,Phú Thọ,https://docs.google.com/document/d/10JvXeiyixQdIqdcFy_TNUiKd4VWO7yZ80De4JpwkMVs/edit?tab=t.0#heading=h.2y6ozd2e3m49,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-phu-tho,,,,Chưa triển khai
297,đặc sản cần thơ,Cần Thơ,https://docs.google.com/document/d/1vXU71DaRES3NE9_R48gyKfvJbWVyE_9YWs_PK3Ba160/edit?tab=t.0#heading=h.2y6ozd2e3m49,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-can-tho,,,,Chưa triển khai
298,đặc sản cà mau,Cà Mau,https://docs.google.com/document/d/1FZx-CR5oMuzsBq8-oPx1eMpKLdG34tFaXDh4xunmFww/edit?tab=t.0#heading=h.6ich0xo0arl5,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-ca-mau,,,,Chưa triển khai
299,đặc sản quảng trị,Quảng Trị,https://docs.google.com/document/d/1UR5bQ3AA58vzBlMu45rWfOZ9lPi95WgrlQV8zz3MztM/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-quang-tri,,,,Chưa triển khai
300,đặc sản quảng ngãi,Quảng Ngãi,https://docs.google.com/document/d/1PT9f0NyQ12oKr378XDkFM2bloDJreiLoTAHlo-Yg980/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-quang-ngai,,,,Chưa triển khai
301,đặc sản khánh hòa,Khánh Hòa,https://docs.google.com/document/d/1IfvWa73thSbOHzgKXXiJbiDqCcqoySLfNvAABV1HZcU/edit?tab=t.0#heading=h.2y6ozd2e3m49,Châu Anh,,https://www.vietnamairlines.com/kh/vi/useful-information/travel-guide/dac-san-khanh-hoa,,,,Chưa triển khai
302,đặc sản an giang,An Giang,https://docs.google.com/document/d/1PCx028l6nYsS5pKfotJ0tk6wcg3hE2sSVVhR-oLpixM/edit?tab=t.0#heading=h.2y6ozd2e3m49,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-an-giang,,,,Chưa triển khai
303,đặc sản đồng nai,Đồng Nai,https://docs.google.com/document/d/1rqX7UuiFDsEm6FNiLbe7r1maXhqKsZ7-EPFD_k0Oibw/edit?tab=t.0#heading=h.gisepd39yqh3,Thảo Mini,C Thảo Mini - Thu Thảo 27/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-dong-nai,,,,Chưa triển khai
304,đặc sản kiên giang,Kiên Giang,https://docs.google.com/document/d/12D36FYyc1Duai-8t8LTlhTwBG3FFAPIHN20JRdZPm4k/edit?tab=t.0,Thảo Mini,C Thảo Mini - Thu Thảo 27/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-kien-giang,,,,Chưa triển khai
305,đặc sản long an,Long An,https://docs.google.com/document/d/1y16tosuHu70W51X2pe3DUZUW6Gk9K3lysW65YI88y-g/edit?usp=drivesdk,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-long-an,,,,Chưa triển khai
306,đặc sản bắc kạn,Bắc Kạn,https://docs.google.com/document/d/1hjMONvvCAkHe1cRvzAC34aYTu3QCcaO9HbhRk3ax2Vc/edit?tab=t.0#heading=h.byw9w444o71r,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-bac-kan,,,,Chưa triển khai
307,đặc sản hải dương,Hải Dương,https://docs.google.com/document/d/1LdZY2kCdC-bWyYSuWM6O1kydbci5Z_5H2B8TRqwiaoU/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-hai-duong,,,,Chưa triển khai
308,đặc sản vĩnh long,Vĩnh Long,https://docs.google.com/document/d/1BiyrnU2RrMDs09iJQRgNoMuiirgROQfglXm8Z7ruioM/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-vinh-long,,,,Chưa triển khai
309,đặc sản sóc trăng,Sóc Trăng,https://docs.google.com/document/d/1labmnIYAAjdjkmHfSBIjnqx6_GjNBuJ1i0NUnNn4Soo/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-soc-trang,,,,Chưa triển khai
310,đặc sản ninh thuận,Ninh Thuận,https://docs.google.com/document/d/1bXULgpFX4U7hGyNIp7vSybK2mTEAJ-OgDjZwUlYtofI/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-ninh-thuan,,,,Chưa triển khai
311,đặc sản đắk nông,Đắk Nông,https://docs.google.com/document/d/1EOHgJrlznabTEVNr0AKKOINIzJsrhyKD3d1_X0ZM8g0/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-dak-nong,,,,Chưa triển khai
312,đặc sản bình phước,Bình Phước,https://docs.google.com/document/d/1ihmfyA5cQQ5wQ8AstOXWkv23V3Cq5zlTwQhE0anB-XQ/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-binh-phuoc,,,,Chưa triển khai
313,đặc sản bình dương,Bình Dương,https://docs.google.com/document/d/1bL_Pza_Ti7E_LxgQxn3ISYLBZNatGAWSNvCOtq06RVg/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-binh-duong,,,,Chưa triển khai
314,đặc sản tiền giang,Tiền Giang,https://docs.google.com/document/d/1WbppP-mi09RTO9SDYEEZMNFQ2graGgeMhLas3OlHKqU/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-tien-giang,,,,Chưa triển khai
315,đặc sản trà vinh,Trà Vinh,https://docs.google.com/document/d/1ZLQs1fyDgiuPyxgqG2I2b7IZJ8FEgnowKc3sG8E3Qe4/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-tra-vinh,,,,Chưa triển khai
316,đặc sản hậu giang,Hậu Giang,https://docs.google.com/document/d/1bA2WPaDMbuF63I4oabL3MpUjzmx2W9YHaLZUZVgb-Hg/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-hau-giang,,,,Chưa triển khai
317,sân bay quy nhơn,Bình Định,https://docs.google.com/document/d/1IzpUSIEG2nos3dRkID5ahQU-O6xR0xd7PqLioqIlP4A/edit?tab=t.0#heading=h.ctstp22owjmp,Lô,Ngân 29/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quy-nhon,,,,Chưa triển khai
318,sân bay buôn ma thuột,Đắk Lắk,https://docs.google.com/document/d/1HIWefBkE4t8a-Mo1oYPTzK0to9606cZHLQkOUp9XgFU/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-buon-ma-thuot,,,,Chưa triển khai
319,sân bay gia lai,Gia Lai,https://docs.google.com/document/d/1AHdIPRO9dms2hA849PDzZrU8z656bnWE5wKFQ4ZqqyY/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-gia-lai,,,,Chưa triển khai
320,sân bay huế,Thừa Thiên Huế,https://docs.google.com/document/d/1AXl-YCtj6ysWNtUw5v6QSmzqqQkI3-2XwZdn5UyGEk8/edit?tab=t.0#heading=h.ctstp22owjmp,Lô,Ngân 29/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-hue,,,,Chưa triển khai
321,các sân bay ở việt nam,Chung chung,https://docs.google.com/document/d/19oQdYKuyClXRNjqut_T5c_mUeEpO6Wn6P8vFV6WOHvI/edit?tab=t.0#heading=h.nihb1ld4gj5c,Lô,Ngân 28/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cac-san-bay-o-viet-nam,,,,Chưa triển khai
322,sân bay thọ xuân,Thanh Hóa,https://docs.google.com/document/d/1JhfW4HrHCXBmiIjTjUT0CfKlm1hVq_rBUSFuR50FCeo/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-tho-xuan,,,,Chưa triển khai
323,sân bay liên khương,Lâm Đồng,https://docs.google.com/document/d/1k9zkEspfscm4EIzcCsXjtfdRH_WOI6JBT5eQNjKONnw/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-lien-khuong,,,,Chưa triển khai
324,sân bay cà mau,Cà Mau,https://docs.google.com/document/d/19oQr8dYktAhZuHl84YzwNsCgTN_iiv60xL17rr20jms/edit?tab=t.0#heading=h.pvjggp9lnol1,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-ca-mau,,,,Chưa triển khai
325,sân bay trà nóc,Cần Thơ,https://docs.google.com/document/d/1L-qZMxRuSSxdXTiUmBN_FJnx_GYGNmZacJfGgSzcHpY/edit?tab=t.0#heading=h.dnshbxy9wvtz,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-tra-noc,,,,Chưa triển khai
326,sân bay cam ranh,Khánh Hòa,https://docs.google.com/document/d/1xo99qD6akXXf6S9mrLAGun5fQf6Tr3KtwNvDeUnHwKs/edit?tab=t.0#heading=h.dnshbxy9wvtz,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-cam-ranh,,,,Chưa triển khai
327,sân bay quốc tế cao hùng,Chung chung,https://docs.google.com/document/d/16oMb0pL54PQ52s2njKj-1D3r2h8BSuXL9xE6BL75y7Y/edit?tab=t.0#heading=h.dnshbxy9wvtz,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-cao-hung,,,,Chưa triển khai
328,sân bay điện biên,Điện Biên,https://docs.google.com/document/d/1zZMBEKEkjqAqBwx71CPCqIUYXPZ58QqYW37vrIhN-ig/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-dien-bien,,,,Chưa triển khai
329,sân bay vân đồn,Quảng Ninh,https://docs.google.com/document/d/1sJsradKL0Ix_ynMecf9NWf2NA_66R_KSbwld72AxKcI/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-van-don,,,,Chưa triển khai
330,sân bay incheon,Chung chung,https://docs.google.com/document/d/1CeoCSMLtanYvuGPXW6ncIt5nY3qiBaAETr7U6wknZa4/edit?tab=t.0,,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-incheon,,,,Chưa triển khai
331,sân bay quốc tế hồng kông,Chung chung,https://docs.google.com/document/d/1JsTYZbRokSd5CIl0T6XiyaRU-ERcd1O-ohtKDK1uTfQ/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-hong-kong,,,,Chưa triển khai
332,sân bay quốc tế narita,Chung chung,https://docs.google.com/document/d/1If6BmUww2Pd1sIK9k-C8PhJfJ48meP1Mci7oq7pzYdQ/edit?usp=drivesdk,,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-narita,,,,Chưa triển khai
333,sân bay quốc tế kansai,Chung chung,https://docs.google.com/document/d/1O4f08MtKFcpjDnw7oiJiAVTxMh9QTaJBDohsJD5RHlI/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-kansai,,,,Chưa triển khai
334,sân bay nagoya,Chung chung,https://docs.google.com/document/d/1j-NqL558jHjFhYr1ZbMrIjs62uol_kJR9uKq_lxzIhI/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-nagoya,,,,Chưa triển khai
335,phố đi bộ hồ gươm,Hà Nội,https://docs.google.com/document/d/10wxZa_oARTqkkRjOUkJeWPIAeilCIacbusisD5Dz_q0/edit?tab=t.0,Thảo Mini,Hoài 30/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/pho-di-bo-ho-guom,,,,Chưa triển khai
336,phố đi bộ hà nội,Hà Nội,https://docs.google.com/document/d/1Pc41l9CdK8JoSUf_SJuwhrXoLPSx0jzy5VxTgOj5bdE/edit?usp=sharing,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/pho-di-bo-ha-noi,,,,Chưa triển khai
337,phố đi bộ trịnh công sơn,Hà Nội,https://docs.google.com/document/d/1nxaNkNBM4uSBCrNZk38GoYh27936WgMtlAoty4oxe1I/edit?usp=sharing,Châu Anh,"dừng hoạt động, chỉ lên các trang báo thôi ạ",https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/pho-di-bo-trinh-cong-son,,,,Chưa triển khai
338,phố đi bộ hội an,Quảng Nam,https://docs.google.com/document/d/1iqwxpVp_vcumcFuIkPDaS8m6u1pw2uJ3GL_RJZjHyKU/edit?tab=t.0,Thảo Mini,Thu Thảo 2/7,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/pho-di-bo-hoi-an,,,,Chưa triển khai
339,khu phố đi bộ hải âu vinhomes ocean park,Hà Nội,https://docs.google.com/document/d/129nIr98-hmIO5Lm4Fpw7QZJ19dZYznsYBRpO1W9Zgtc/edit?tab=t.0#heading=h.b8tim6ligz7n,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/khu-pho-di-bo-hai-au-vinhomes-ocean-park,,,,Chưa triển khai
340,phố đi bộ carnaby,Chưa rõ,https://docs.google.com/document/d/13VdD1PnO-Ds9GW9Ir6ZLWQu2lC8FVteYxYdwsmAlhso/edit?tab=t.0,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/pho-di-bo-carnaby,,,,Chưa triển khai
341,phố đi bộ bãi cháy,Quảng Ninh,https://docs.google.com/document/d/13pN5d9nukYZjGQ3r4WDcywohms9vvnRM4_7-6dzPvPM/edit?tab=t.0,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/pho-di-bo-bai-chay,,,,Chưa triển khai
342,phố đi bộ long xuyên,An Giang,https://docs.google.com/document/d/1BhxqlH25Sy-lXjhwKTKhR2snd4E9_o6NWrOhfMvajjY/edit?tab=t.0,Châu Anh,C Thy,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/pho-di-bo-long-xuyen,,,,Chưa triển khai
343,phố đi bộ an bình,Chung chung,https://docs.google.com/document/d/11sf6QWDlibw1ynv8dtJuUXlkEVu1Oc0kO7Z-Txc6itY/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/pho-di-bo-an-binh,,,,Chưa triển khai
344,sân bay chu lai,Quảng Nam,https://docs.google.com/document/d/1J2CQ0DpHjIO94YrK63kRswWzaO9bLTi3PbKkUenE-fE/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-chu-lai,,,,Chưa triển khai
345,sân bay rạch giá,Kiên Giang,https://docs.google.com/document/d/181FFBXyzD5igQGFMKJs6Bm70FHdxzsFaF7JWlAJ06OA/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-rach-gia,,,,Chưa triển khai
346,sân bay quốc tế phố đông thượng hải,Chung chung,https://docs.google.com/document/d/1-WN9GW9Al4jZyjty4ejflH-wtMTLZ8tUHlTz3GWsahM/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-pho-dong-thuong-hai,,,,Chưa triển khai
347,sân bay hồng kiều,Chung chung,https://docs.google.com/document/d/1xdaqzSnjRflFJe9OYTGL1Reb6G68OUX5GtPn44_Zu8Y/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-hong-kieu,,,,Chưa triển khai
