STT,Từ khóa chính,Tỉnh thành,Bài viết,BTV,NV deadline,Bài đăng,PIC xin và gắn link ảnh,PIC Đăng lại,PC QC,Trạng thái
275,quy nhon beach vietnam,Bình Định,https://docs.google.com/document/d/1HbeRmLEds7nDyGSPOt41xsZ9SgWODQxYFmw4B3Qlh6s/edit?tab=t.0#heading=h.ozq22z6ksgzs,Lô,P.Anh 7/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/quy-nhon-beach-vietnam,,,,Chưa triển khai
276,things to do in quy nhon,Bình Định,https://docs.google.com/document/d/1B_fpWnpSQX8oolUGuOoLR9WAoEcP11oPXJL1Y2lb61k/edit?usp=sharing,Lô,P.Anh 25/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/things-to-do-in-quy-nhon,,,,Chưa triển khai
277,quy nhon food street,Bình Định,https://docs.google.com/document/d/1NfcFqey7lRaH35Ii7BJUBHThJPu_nKKRKRX9d9rLOsc/edit?tab=t.0,Phương,Nga - 10/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/quy-nhon-food-street,,,,Chưa triển khai
278,ky co beach,Bình Định,https://docs.google.com/document/d/1OFsIHJguz5I_Szn9khSpSuhrSz7ZH7H1aKUQTm7IqZ4/edit?tab=t.0,Lô,P.Anh 9/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/ky-co-beach,,,,Chưa triển khai
279,bai xep beach,Bình Định,https://docs.google.com/document/d/1Hvhwob8ljaHsSsz6F4MNNRfBetpOAUfWLmSJo_SCmnY/edit?usp=drivesdk,Lô,P.Anh 6/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/bai-xep-beach,,,,Chưa triển khai
280,eo gio,Bình Định,https://docs.google.com/document/d/1liM_-hXKu6gaqmOjzi_J2wJAHJwX5FRl3uHBOWva-a0/edit?usp=sharing,Lô,P.Anh 8/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/eo-gio-quy-nhon,,,,Chưa triển khai
281,hon kho beach,Bình Định,https://docs.google.com/document/d/1zGdNK8Y8SMSn416wsIViOlteXrBT5ITELjRLFw-Gwk8/edit?tab=t.0,Phương,C Thy - 8/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hon-kho-beach,,,,Chưa triển khai
282,quang trung museum,Bình Định,https://docs.google.com/document/d/1tdAxdD6fswe0jimIXbteyz7GloTJNsGcM-dhfLepRwA/edit?usp=sharing,Lô,P.Anh 21/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/quang-trung-museum,,,,Chưa triển khai
283,long khanh pagoda,Bình Định,https://docs.google.com/document/d/1qfUSo2kl0SLvofTB7opyhV9vKGsDrRm0J2H0DuQRvV8/edit?usp=sharing,Lô,P.Anh 21/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/long-khanh-pagoda,,,,Chưa triển khai
284,ba keo beach,Kiên Giang,https://docs.google.com/document/d/1cOtY0HAjvmlGVNyGC4Ojiy2ov2ykwI7oa9XMSyFrPoI/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/ba-keo-beach,,,,Chưa triển khai
285,cua can beach,Kiên Giang,https://docs.google.com/document/d/19ZfDIA_4b9gCN88-PWE6H4csle2v_gMnBtEGi8UdiYQ/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/cua-can-beach,,,,Chưa triển khai
286,dinh cau Beach,Kiên Giang,https://docs.google.com/document/d/1fbUJVJuwTnKhuUQcf7_lbGdS5bqKuOIaYOxKg_zKTZM/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/dinh-cau-beach,,,,Chưa triển khai
287,khem Beach,Kiên Giang,Bài viết 323. khem beach,Lô,N.Anh 28/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/khem-beach,,,,Chưa triển khai
288,long beach phu quoc island,Kiên Giang,https://docs.google.com/document/d/1iYN2LEPEiUD0SJgVnVYrfFD7YbztOJgHfqTnMXI_Fl0/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/long-beach-phu-quoc-island,,,,Chưa triển khai
289,ong lang beach,Kiên Giang,https://docs.google.com/document/d/1kq3EHPXWbhPxMT_0TY6f0jHcg6bh2vxr-9OCTt2FGXU/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/ong-lang-beach,,,,Chưa triển khai
290,phu quoc island beaches,Kiên Giang,https://docs.google.com/document/d/1GSIkyb6O3xcChaFPzLggtrhy4Rsb3jzEDfPj40P0uCo/edit?tab=t.0,Phương,C Thy - 10/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/phu-quoc-island-beaches,,,,Chưa triển khai
291,sao beach,Kiên Giang,https://docs.google.com/document/d/1zdCDU4lzmi15xN85u-fLtjIQtMSg8yH8sUUthHGCTQk/edit?tab=t.0#heading=h.6ipm2dn8vfwa,Phương,C Thy,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/sao-beach,,,,Chưa triển khai
292,starfish beach,Kiên Giang,https://docs.google.com/document/d/1IBRvb_b_tohXP0ZJFH_KC1j6XAd7zW4UkpVqohFYQRM/edit?tab=t.0,Phương,C Thy - 30/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/starfish-beach,,,,Chưa triển khai
293,thom beach,Kiên Giang,https://docs.google.com/document/d/1wYegfSJ141ToLF4tn9l-WksE3yGPIIlFl3Z8ZVPvmqQ/edit?tab=t.0#heading=h.n8ujpb49jscq,Phương,C Thy,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/thom-beach,,,,Chưa triển khai
294,vung bau beach,Kiên Giang,https://docs.google.com/document/d/1Rk_LKqanfESPjlBZiXnwd7B0IxDU--Slpw-j17cgWrE/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vung-bau-beach,,,,Chưa triển khai
295,is phu quoc expensive,Kiên Giang,https://docs.google.com/document/d/1CQ5VNIveCIe00KbHPN2fm9Ev33hLREqcbtiVS20vXjc/edit?usp=sharing,Lô,P.Anh 7/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/is-phu-quoc-expensive,,,,Chưa triển khai
296,how many days in phu quoc,Kiên Giang,https://docs.google.com/document/d/1_EpA2mc4bif10K7zz7wN63NFF3u3txXXAtNLO4PRSdw/edit?tab=t.0,Phương,Nga - 28/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/how-many-days-in-phu-quoc,,,,Chưa triển khai
297,nam du island,Kiên Giang,https://docs.google.com/document/d/12AZgFms-AOT3oaCdr9gNaGX3b6q-v7igdEu1FDbRSCI/edit?tab=t.0,Phương,Nga - 28/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/nam-du-island,,,,Chưa triển khai
298,thom island,Kiên Giang,https://docs.google.com/document/d/1MOpm4KpXsjwF9N-bU-knHepZDEP9rT5z7wARTXSi1V4/edit?usp=sharing,Lô,N.Anh 28/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/thom-island,,,,Chưa triển khai
299,an thoi islands,Kiên Giang,https://docs.google.com/document/d/1SSQ7i3RmANbOYfnLYDqzW-8ixLIgCL7gUJ4mg4uL-bg/edit?tab=t.0,Phương,Nga - 28/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/an-thoi-islands,,,,Chưa triển khai
300,coi nguon museum,Kiên Giang,https://docs.google.com/document/d/1pDADcXyizRYgCnvUBJKhDtJgG83WJWae-t_MRLpvB0U/edit?usp=sharing,Lô,Trang 18/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/coi-nguon-museum,,,,Chưa triển khai
301,duong dong night market,Kiên Giang,https://docs.google.com/document/d/1inVzBCuya7ixJFG78UsQ_3sIwgexXcr3YUxdClW-v3g/edit?usp=sharing,Lô,Trang 18/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/duong-dong-night-market,,,,Chưa triển khai
302,phu quoc night market,Kiên Giang,https://docs.google.com/document/d/1-LaHnnNji9w_Y0u0DXG_YlXLG1UTK1SthzKSsmx4B4U/edit?usp=sharing,Phương,Nga - 28/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/phu-quoc-night-market,,,,Chưa triển khai
303,nightlife in phu quoc,Kiên Giang,https://docs.google.com/document/d/1wloAW2eqWC2JdLoJdK4_-4WPzsU-7P2n1O3BLebr5GY/edit?tab=t.0,Phương,C Thy - 1/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/nightlife-in-phu-quoc,,,,Chưa triển khai
304,dinh cau temple,Kiên Giang,https://docs.google.com/document/d/1pOzJXjycvfq5vdneNW54jKOA9qkayKzSYBRshd7eKYo/edit?usp=sharing,Lô,Trang 19/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/Dinh-Cau-Temple,,,,Chưa triển khai
305,su muon pagoda,Kiên Giang,https://docs.google.com/document/d/1MSt5Fstva0XCq_pnZMw5Cg77_Dz4SD10RbXkhXq_9Ys/edit?tab=t.0,Phương,C Thy - 4/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/su-muon-pagoda,,,,Chưa triển khai
306,kiss bridge,Kiên Giang,https://docs.google.com/document/d/1XLV1AEB-5AEpDFlvcX7tkPNEm_a9hhnj8_Zo1OvILkk/edit?usp=sharing,Lô,P.Anh 4/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/kiss-bridge,,,,Chưa triển khai
307,phu quoc prison,Kiên Giang,https://docs.google.com/document/d/1oNazq_YCp670cURfBlENCD0VFQ34ntf5S-p6WaHUBjQ/edit?tab=t.0,Lô,Trang 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/phu-quoc-prison,,,,Chưa triển khai
308,phu quoc shopping mall,Kiên Giang,https://docs.google.com/document/d/1mYkqeM3KN3WONMnpaZsVheXSE01ekq8lJNuI6RfvUzc/edit?tab=t.0,Phương,Nga - 28/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/phu-quoc-shopping-mall,,,,Chưa triển khai
309,how big is phu quoc,Kiên Giang,https://docs.google.com/document/d/1UHdfZNSbYs7MxGGpdPqWtqZY5gEpn0AfqGLmuekE1vg/edit?usp=sharing,Lô,P.Anh 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/how-big-is-phu-quoc,,,,Chưa triển khai
310,phu quoc attractions,Kiên Giang,https://docs.google.com/document/d/1eI2H2i7T6pyFHQ1Z95D9P-c4Kqe4FiMBns3LF-l7jcs/edit?usp=sharing,Lô, Trang 15/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/phu-quoc-attractions,,,,Chưa triển khai
311,snorkeling in phu quoc island,Kiên Giang,https://docs.google.com/document/d/1BQj7IMGfJ74VyWZCx9inTfCzS6mh57SJ7q0nUOIDxbc/edit?usp=sharing,Lô,Trang 19/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/snorkeling-in-phu-quoc-island,,,,Chưa triển khai
312,phu quoc sea walking,Kiên Giang,https://docs.google.com/document/d/1Y8V21HSWfvur5nE2mVleR3KH3uFk_g6n6MgIFCFbak4/edit?usp=drivesdk,Lô,Trang 20/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/phu-quoc-sea-walking,,,,Chưa triển khai
313,what to buy in phu quoc,Kiên Giang,https://docs.google.com/document/d/1j5YO3lzzJHaAfkb3E-FGNY7MZ0TF_f4WkHxYicgfAiM/edit?usp=sharing,Lô,Trang 20/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/what-to-buy-in-phu-quoc,,,,Chưa triển khai
314,things to do in phu quoc island vietnam,Kiên Giang,https://docs.google.com/document/d/182fcW5wNzo9ZG90rHhFNRsBXzMM3IT71QCsIVkZKw0E/edit?usp=sharing,Lô, Trang 13/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/things-to-do-in-phu-quoc-island-vietnam,,,,Chưa triển khai
315,best time to visit phu quoc vietnam,Kiên Giang,https://docs.google.com/document/d/1AdMHmMcrNoDMXHuDQEuSxEcwUThk5dmSwKkXiWjaZ3w/edit?tab=t.0,Lô,N.Anh 5/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-time-to-visit-phu-quoc-vietnam,,,,Chưa triển khai
316,ham ninh fishing town,Kiên Giang,https://docs.google.com/document/d/1Mo5sC0_7mR1BZIb-L3HHdgXfF_HXhO2W9anI2MeM-b8/edit?usp=sharing,Phương,Nga - 28/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/ham-ninh-fishing-town,,,,Chưa triển khai
317,phu quoc vietnam visa,Kiên Giang,https://docs.google.com/document/d/19tr9M8vRTPSHwpMrqGG-eiDt7am0QB7vydsA51Fbtwc/edit?tab=t.0#heading=h.orkw8mcftsgi,Phương,Nga - 28/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/phu-quoc-vietnam-visa,,,,Chưa triển khai
318,pu luong nature reserve vietnam,Thanh Hoá,https://docs.google.com/document/d/11Q2XU4Eh4llMuFU6SxKOEvyRO15A0vj78vr8XWTgCRc/edit?usp=sharing,Lô,P.Anh 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/pu-luong-nature-reserve-vietnam,,,,Chưa triển khai
319,sam son beach,Thanh Hóa,https://docs.google.com/document/d/1iC2a7wSgiOTCnKd0qfXKYr10wurD8euFz5siXfmatKQ/edit?tab=t.0,Phương,C Thy - 1/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/sam-son-beach,,,,Chưa triển khai
320,ba dinh district,Hà Nội,https://docs.google.com/document/d/1nAwe8DrkreWkqOC_QKvPGy3mBAEV4cdYc5TbMDU2PoU/edit?tab=t.0,Phương,C Thy - 1/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/ba-dinh-district,,,,Chưa triển khai
321,cha ca la vong hanoi,Hà Nội,https://docs.google.com/document/d/1e4tJ-NAOghipr53LYPD6i7YI2btfV14CexUgmx49ZTU/edit?usp=drivesdk,Lô,N.Anh 1/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/cha-ca-la-vong-hanoi,,,,Chưa triển khai
322,what to do in hanoi for 3 days,Hà Nội,https://docs.google.com/document/d/1ptwDcaj6WXdei5xblobR3KdI_O4-QFBDfYXHN8qTgfU/edit?usp=drive_web&ouid=114023910222103745778,Lô,N.Anh 1/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/what-to-do-in-hanoi-for-3-days,,,,Chưa triển khai
323,bai tu long bay vietnam,Quảng Ninh,https://docs.google.com/document/d/1ASTLTEDa3cwD86h9Qzgu7utiV3ou-yBCWsu5YZNXkCk/edit?tab=t.0,Phương,C Thy - 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/bai-tu-long-bay-vietnam,,,,Chưa triển khai
324,lan ha bay vs halong bay,Quảng Ninh,https://docs.google.com/document/d/1CoiKAACD04yAXJdmhPcWZV2gc5-1Ua9xEnTU1b0r_SE/edit?tab=t.0,Phương,C Thy - 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/lan-ha-bay-vs-halong-bay,,,,Chưa triển khai
325,ba trai dao beach,Hải Phòng,https://docs.google.com/document/d/180ZCX9XyHLRBHnvfZWRqwnxGPKukWlRgigrr-fOaNfU/edit?tab=t.0#heading=h.jj1b7hnu7maj,Phương,C Thy - 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/ba-trai-dao-beach,,,,Chưa triển khai
326,mai chau vietnam,Hoà Bình,https://docs.google.com/document/d/1jHe0qt8LIGdkRC470oXlnQ0MbYwBHHa0SSI6LiUnDEw/edit?tab=t.0,Phương,C Thy - 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/mai-chau-vietnam,,,,Chưa triển khai
327,thung khe pass,Hoà Bình,https://docs.google.com/document/d/1YsXc7R7Zffw-TpjzawAnJI4BJugoIjd-RtPVRSyOEiA/edit?tab=t.0,Phương,C Thy - 1/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/thung-khe-pass,,,,Chưa triển khai
328,hoa binh vietnam,Hoà Bình,https://docs.google.com/document/d/1DLe0Hs2NE-fvsPAMvlHJ7dod2moAjNey1Q85FFAJUKc/edit?tab=t.0,Phương,C Thy - 1/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hoa-binh-vietnam,,,,Chưa triển khai
329,nui coc lake,Thái Nguyên,https://docs.google.com/document/d/1JvOmRq5nOfWW7ZC24tTkSuhB7Bn9FT0FrBwOaX6yO_c/edit?tab=t.0,Phương,C Thy - 1/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/nui-coc-lake,,,,Chưa triển khai
330,vinh moc tunnels,Quảng Trị,https://docs.google.com/document/d/1_lUoUbvRTk4v4vBXtoHDoBT09w4aWwAk3SjNS0CxrJs/edit?usp=sharing,Lô,Trang 2/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vinh-moc-tunnels,,,,Chưa triển khai
331,khe sanh combat base,Quảng Trị,https://docs.google.com/document/d/1BJFf8YlVFXh4H0AO-QEHocmTmL-tSfeZFV27aRBy5I0/edit?tab=t.0,Phương,C Thy - 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/khe-sanh-combat-base,,,,Chưa triển khai
332,one day in hanoi,Hà Nội,https://docs.google.com/document/d/1QrzHDaCieR-l5g_407es8kErxbuMz0ytu5m7ma55COo/edit?tab=t.0,Lô,N.Anh 3/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/one-day-in-hanoi,,,,Chưa triển khai
333,2 days in hanoi,Hà Nội,https://docs.google.com/document/d/1eYb3Dpu6d12dJilMrfVGi9v_YTzNXMaUGRjlbrupH6Q/edit?usp=sharing,Lô,N.Anh 3/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/2-days-in-hanoi,,,,Chưa triển khai
334,hanoi 4 day itinerary,Hà Nội,https://docs.google.com/document/d/1PjvbLsZC24X65fCj9rCyKR6hDLwu7s3W-3eqJElvEYY/edit?tab=t.0,Lô,N.Anh 28/6 - Form,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/hanoi-4-day-itinerary,,,,Chưa triển khai
335,hanoi 5 day itinerary,Hà Nội,https://docs.google.com/document/d/1qxFh4TPURG0VBqISrnDh3SV-HoSAXDH8mvR9MsMA-f4/edit?usp=sharing,Lô,N.Anh 28/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hanoi-5-day-itinerary,,,,Chưa triển khai
336,hanoi to sapa,Hà Nội,https://docs.google.com/document/d/1Z6DyPIlHQ4nrQF_hSaII9Vkrqenw8Crtnzgw-EfdxJc/edit?tab=t.0,Phương,C Thy - 8/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hanoi-to-sapa,,,,Chưa triển khai
337,hanoi to ninh binh,Hà Nội,https://docs.google.com/document/d/1wcWgmwYdVkfJdWVa6EvaxRsHdyJ6_5bcbad9x4cVd30/edit?tab=t.0#heading=h.gvqucqqvd1ds,Phương,C Thy - 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hanoi-to-ninh-binh,,,,Chưa triển khai
338,hanoi to halong bay,Hà Nội,https://docs.google.com/document/d/1cXXw4Xl1MlKit6D-oeMTjYxV2Cg0Hj9YCiBXv9KaM9A/edit?tab=t.0,Phương,C Thy - 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hanoi-to-halong-bay,,,,Chưa triển khai
339,hanoi to ha giang,Hà Nội,https://docs.google.com/document/d/13C_6EMAAB1-zcvoldfsbseljokNp8WxFUaArRk84CAs/edit?tab=t.0#heading=h.85423o1ni2l2,Phương,C Thy - 8/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hanoi-to-ha-giang,,,,Chưa triển khai
340,hanoi to cat ba,Chung chung,https://docs.google.com/document/d/1ZX_uMLmFJrLPUMudZL-zTsAH6RW_Q_22TSi20jlvO_A/edit?tab=t.0,Phương,C Thy - 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hanoi-to-cat-ba,,,,Chưa triển khai
341,hanoi to cao bang,Hà Nội,https://docs.google.com/document/d/1uqSQclDsYig9APTjWrshr---ng9L0CfPbwVvw9ph6e4/edit?tab=t.0,Phương,C Thy - 8/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hanoi-to-cao-bang,,,,Chưa triển khai
342,sapa to hanoi,Chung chung,https://docs.google.com/document/d/1EATwFMypaI5_FBU9NcvIgHJYEe3Db7Zg1Z751uNT3XA/edit?usp=sharing,Hạnh,,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/sapa-to-hanoi,,,,Chưa triển khai
343,best vietnamese beaches,Chung chung,https://docs.google.com/document/d/1x4Sz8yxenRxg5cqDYfJknJI4EehW71l2g97cPW3mqOc/edit?usp=sharing,Lô, Trang 13/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-vietnamese-beaches,,,,Chưa triển khai
344,vietnam festival,Chung chung,https://docs.google.com/document/d/1crqDSpZF8DSonv_54cJNoQpnCyUjmAVANb0BEwQHsbI/edit?usp=sharing,Lô,N.Anh 14/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnam-festival,,,,Chưa triển khai
345,mid autumn festival in vietnam,Việt Nam,https://docs.google.com/document/d/1igD6ACy7wjkkQgZ_jcN-GTIg45afcQSItmtJaAAo-YI/edit?usp=sharing,Lô,P.Anh 11/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/mid-autumn-festival-in-vietnam,,,,Chưa triển khai
346,vietnamese national dish,Chung chung,https://docs.google.com/document/d/1H35TKWmj2EVHSb8FUgG40MdJsqPImsk5g8Ag9fhUd7E/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnamese-national-dish,,,,Chưa triển khai
347,vietnam meal cost,Chung chung,https://docs.google.com/document/d/1s77b8CShpAQObg0bogMPwNQvT2cz2_Wdlo-SAT_4yfY/edit?usp=sharing,Phương,Phương,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/vietnam-meal-cost,,,,Chưa triển khai
348,vietnamese fruit,Việt Nam,https://docs.google.com/document/d/106T2i3Gds6_x-aJqN5CAxPYeDdwjpTpVf0a8wjHBUXc/edit?tab=t.0,Phương,C Thảo,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnamese-fruit,,,,Chưa triển khai
349,vietnam islands,Chung chung,https://docs.google.com/document/d/1QEKpNH1V9detJgv2mvPUURNZjFsGzmPYwbw7RqQ_AdM/edit?tab=t.0,Lô,P.Anh 29/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnam-islands,,,,Chưa triển khai
350,10 day itinerary in vietnam,Chung chung,https://docs.google.com/document/d/1Zg06lVgnQhlLP_qBnRknUNqRqZ7HDg6nwa_A1Lgph8k/edit?usp=sharing,Lô,N.Anh 30/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/10-day-intinerary-in-vietnam,,,,Chưa triển khai
351,2 weeks in vietnam itinerary,Chung chung,https://docs.google.com/document/d/1IRpc5vTfQ3OfeqXs-mRUKtqOMDfaHYcdTTFU6B7qiao/edit?tab=t.0,Lô,N.Anh 18/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/2-weeks-in-vietnam-itinerary,,,,Chưa triển khai
352,north vietnam itinerary,Chung chung,https://docs.google.com/document/d/1dVdo2roGiUIGNe4xWMeR5rpe48nRHVrFWgpOlMJHDKc/edit?tab=t.0,Lô,N.Anh 29/6 - ai,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/north-vietnam-itinerary,,,,Chưa triển khai
353,vietnam national flower,Chung chung,https://docs.google.com/document/d/1F9f_MBcQqFeMBm__brklzmm7B7VyNlw7BiU9qzecAwo/edit?tab=t.0,Lô,Trang 29/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vietnam-national-flower,,,,Chưa triển khai
354,what to buy in vietnam,Việt Nam,https://docs.google.com/document/d/1bgxw2Ss3socVsdkAki4G2I--AF2WcDHn1TborRe0HkI/edit?tab=t.0#heading=h.10s9eqwescy2,Phương,C Thảo - 18/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/what-to-buy-in-vietnam,,,,Chưa triển khai
355,cities in vietnam,Việt Nam,https://docs.google.com/document/d/1Bn6_sIcyLzX7qtskVor0Qjbj_6WBO6mZIYS8NNmIOD4/edit?usp=sharing,Lô,N.Anh 14/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/cities-in-vietnam,,,,Chưa triển khai
356,vietnam food dishes,Việt Nam,https://docs.google.com/document/d/12AWjkZt1qJE3crMJspjTs66o4itGs63KfFZL_Z9wgas/edit?tab=t.0,Phương,C Thy - 8/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnam-food-dishes,,,,Chưa triển khai
357,vietnam travel costs,Việt Nam,https://docs.google.com/document/d/1gdKNsnHmPrYuVrS988aBOs13HRiqP13MEWFeISLTM50/edit?usp=sharing,Hạnh,Hân 17/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnam-travel-costs,,,,Chưa triển khai
358,food hong kong,Chung chung,https://docs.google.com/document/d/136ZP2OD5YybtUVkVOYK8Ppx_DMiCQe1ViRIW59A0574/edit?tab=t.0,Phương,C Thy - 18/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/food-hong-kong,,,,Chưa triển khai
359,eating in shanghai,Chung chung,https://docs.google.com/document/d/1nnuZeNqP4gPAiQdKOqDIh28shqh74Tvqly7chtY4FqQ/edit?usp=sharing,Lô,N.Anh 17/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/eating-in-shanghai,,,,Chưa triển khai
360,when is thanksgiving,Chung chung,https://docs.google.com/document/d/1-o3WcuGRTmoF7ZAppfkmXQ1PcVMznP9SEOTOHuO-vYw/edit?tab=t.0,Phương,C Thy - 18/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/when-is-thanksgiving,,,,Chưa triển khai
361,japanese tourist attractions,Chung chung,https://docs.google.com/document/d/1IDQj7hIc8NUF-Qwkx1JVt7zQHIpCVoNGHtL6MyaCJc0/edit?tab=t.ohbpgkq26ylz,Hạnh,Hân 17/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/japanese-tourist-attractions,,,,Chưa triển khai
362,india's famous food,Chung chung,https://docs.google.com/document/d/1fgqtiXdNgt1nCeXebbArd6L_KYIt4I57O0UDqYzNByY/edit?tab=t.0,Phương,C Thy - 18/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/india-famous-food,,,,Chưa triển khai
363,places to visit in japan,Chung chung,https://docs.google.com/document/d/1Y7m0vHx30AIR1J1Ew7m9RwPYlJ5u5g3_NoIKAqh4jPg/edit?usp=sharing,Lô,Trang  28/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/places-to-visit-in-japan,,,,Chưa triển khai
364,kochi tourist places,Chung chung,https://docs.google.com/document/d/1n09qysU4aAV0AYQPP8L8dSWJF3m46QzK1-K-C4buWXw/edit?tab=t.0,Phương,C Thy - 18/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/kochi-tourist-places,,,,Chưa triển khai
365,china beautiful places,Chung chung,https://docs.google.com/document/d/1R1rnpU4OB0R2_T3hgL-zjZM_g1ZwOJl5Ru5O8H4YofM/edit?usp=sharing,Lô,N.Anh 17/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/china-beautiful-places,,,,Chưa triển khai
